h3_index,total_records,unique_customers,total_count,total_sum,avg_transaction,min_transaction,max_transaction,avg_std,total_distinct_transactions,unique_mcc,unique_time_buckets,sum_per_customer,transactions_per_customer,records_per_customer,atm_active_customers,atm_activity_records,atm_activity,vtb_atm_count,vtb_office_count,metro_count,competitor_atm_count,mall_count,university_count
8911aa48d0fffff,10,9,11,8200.0,695.0,350.0,1300.0,0.0,10,1,3,911.1111111111111,1.2222222222222223,1.1111111111111112,0,0,0,0,0,0,0,0,0
8911aa48d17ffff,19,17,28,101035.0,3856.114035087368,791.0,11165.0,940.9176449239665,23,1,3,5943.235294117647,1.6470588235294117,1.1176470588235294,0,0,0,0,0,0,0,0,0
8911aa48d33ffff,107,86,240,264328.0,2103.329462360187,42.0,56910.0,254.70814833269773,111,6,3,3073.5813953488373,2.7906976744186047,1.244186046511628,0,0,0,0,0,0,0,0,0
8911aa48d37ffff,40,35,92,88940.98,1107.729285172,104.0,3860.0,379.7554097144015,47,2,3,2541.170857142857,2.6285714285714286,1.1428571428571428,0,0,0,0,0,0,0,0,0
8911aa48d3bffff,104,67,339,399420.02,1389.094577656346,30.0,18553.0,635.0324772864363,174,1,4,5961.492835820895,5.059701492537314,1.5522388059701493,0,0,0,0,0,0,0,0,0
8911aa48d43ffff,222,142,454,453971.16,1163.9494378610361,2.0,12500.0,641.3474080898469,254,9,4,3196.98,3.1971830985915495,1.5633802816901408,0,0,0,0,0,0,0,0,0
8911aa48d83ffff,17,11,36,17612.65,381.37399299764706,49.0,2235.0,390.51798871219967,19,2,3,1601.15,3.272727272727273,1.5454545454545454,0,0,0,0,0,0,0,0,0
8911aa48d87ffff,8,7,22,188714.1,23285.57440476125,91.0,183000.0,109.54202522326143,8,3,3,26959.157142857144,3.142857142857143,1.1428571428571428,0,0,0,0,0,0,0,0,0
8911aa48d93ffff,60,31,142,75566.37,618.4168968133333,20.99,4980.0,409.11334397611046,78,5,3,2437.624838709677,4.580645161290323,1.935483870967742,0,0,0,0,0,0,0,0,0
8911aa48d9bffff,14,14,33,11075.0,520.8333333335714,45.0,1645.0,258.4224260821899,14,2,3,791.0714285714286,2.357142857142857,1.0,0,0,0,0,0,0,0,0,0
8911aa48da7ffff,522,390,951,454602.0,541.1306770106705,1.0,3080.0,186.47716289184524,642,1,4,1165.6461538461538,2.4384615384615387,1.3384615384615384,0,0,0,0,0,0,0,0,0
8911aa48db3ffff,200,113,822,533078.59,932.55719781845,7.99,11645.0,364.6147757730702,329,6,3,4717.509646017699,7.274336283185841,1.7699115044247788,0,0,0,0,0,0,0,0,0
8911aa4906fffff,9,6,28,9105.0,252.29166666666666,40.0,1315.0,148.36408532428197,9,1,2,1517.5,4.666666666666667,1.5,0,0,0,0,0,0,0,0,0
8911aa49503ffff,20,16,39,12498.5,283.5158333335,50.0,1736.0,203.94779781236812,20,1,2,781.15625,2.4375,1.25,0,0,0,0,0,0,0,0,0
8911aa4950bffff,44,21,132,28043.28,232.88519314136363,3.99,1048.52,102.6750060960473,57,3,3,1335.3942857142856,6.285714285714286,2.0952380952380953,0,0,0,0,0,0,0,0,0
8911aa49573ffff,4,2,8,24228.5,2841.5625,522.5,9037.5,2078.0776925964674,4,1,3,12114.25,4.0,2.0,0,0,0,0,0,0,0,0,0
8911aa49817ffff,6,5,6,4700.0,783.3333333333334,500.0,1000.0,,6,1,3,940.0,1.2,1.2,44,44,1,0,0,0,0,0,0
8911aa4987bffff,1,1,2,1070.0,535.0,200.0,870.0,473.76154339498686,1,1,1,1070.0,2.0,1.0,0,0,0,0,0,0,0,0,0
8911aa49883ffff,25,14,61,49093.39,815.6108922075999,49.99,5147.42,548.0737892966733,33,2,4,3506.6707142857144,4.357142857142857,1.7857142857142858,0,0,0,0,0,0,0,0,0
8911aa49893ffff,275,148,910,532549.78,671.4509605429455,13.89,9450.0,364.3420152247878,364,5,3,3598.3093243243247,6.148648648648648,1.8581081081081081,0,0,0,0,0,0,0,0,0
8911aa498c7ffff,2,2,2,850.0,425.0,100.0,750.0,,2,1,2,425.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa49a37ffff,14,6,29,11680.4,404.89285714285717,28.0,2624.5,339.0853140555106,14,3,3,1946.7333333333333,4.833333333333333,2.3333333333333335,0,0,0,0,0,0,0,0,0
8911aa49aa7ffff,77,68,92,123111.0,1324.4696969697402,150.0,4797.0,691.5458945743553,83,2,3,1810.4558823529412,1.3529411764705883,1.1323529411764706,0,0,0,0,0,0,0,0,0
8911aa49aafffff,49,36,84,112116.1,1184.7221541951021,75.0,3897.13,681.110927621098,54,1,4,3114.336111111111,2.3333333333333335,1.3611111111111112,0,0,0,0,0,0,0,0,0
8911aa49ab7ffff,267,167,993,597029.52,566.8640426989139,8.0,4589.89,343.6148564150674,478,2,3,3575.0270658682634,5.946107784431137,1.598802395209581,0,0,0,0,0,0,0,0,0
8911aa49bc7ffff,2,1,2,3331.0,1665.5,1450.0,1881.0,,2,1,2,3331.0,2.0,2.0,0,0,0,0,0,0,0,0,0
8911aa49bcbffff,9,5,16,12847.0,821.5648148144444,44.0,1930.0,559.3570269989792,9,2,3,2569.4,3.2,1.8,0,0,0,0,0,0,0,0,0
8911aa49bcfffff,1,1,1,4340.0,4340.0,4340.0,4340.0,,1,1,1,4340.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa49bd7ffff,1,1,2,782.0,391.0,305.0,477.0,121.62236636408618,1,1,1,782.0,2.0,1.0,0,0,0,0,0,0,0,0,0
8911aa49bdbffff,76,47,287,256103.25,1164.6279370194736,15.99,6000.0,555.4807987868709,120,3,3,5449.005319148936,6.1063829787234045,1.6170212765957446,0,0,0,0,0,0,0,0,0
8911aa49e83ffff,1,1,1,4000.0,4000.0,4000.0,4000.0,,1,1,1,4000.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4a0cfffff,40,27,134,72897.0,855.8463157895,33.0,6800.0,181.84402022173356,40,3,3,2699.8888888888887,4.962962962962963,1.4814814814814814,0,0,0,0,0,0,0,0,0
8911aa4a213ffff,1,1,1,1500.0,1500.0,1500.0,1500.0,,1,1,1,1500.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4a297ffff,70,46,181,71780.7,492.245181349,25.0,2500.0,159.2948675577988,70,2,4,1560.45,3.9347826086956523,1.5217391304347827,0,0,0,0,0,0,0,0,0
8911aa4a32fffff,42,24,120,47384.0,372.05387159142856,30.0,1500.0,215.77954537780383,42,1,3,1974.3333333333333,5.0,1.75,0,0,0,0,0,0,0,0,0
8911aa4a367ffff,3,1,13,390.0,30.0,30.0,30.0,0.0,3,1,3,390.0,13.0,3.0,0,0,0,0,0,0,0,0,0
8911aa4a523ffff,21,9,42,39536.11,1100.1008253966666,40.0,4450.0,712.7968926804704,30,7,4,4392.901111111111,4.666666666666667,2.3333333333333335,0,0,0,0,0,0,0,0,0
8911aa4a81bffff,15,12,25,192268.0,9159.111111111333,520.0,29850.0,2230.1941766174195,16,2,3,16022.333333333334,2.0833333333333335,1.25,0,0,0,0,0,0,0,0,0
8911aa4a853ffff,36,36,37,92066.74,2456.1573611111107,40.65,17025.0,518.5567579831546,36,1,3,2557.4094444444445,1.0277777777777777,1.0,0,0,0,0,0,0,0,0,0
8911aa4a857ffff,4,4,5,547260.0,79735.0,6400.0,375750.0,208497.5055006654,5,1,1,136815.0,1.25,1.0,0,0,0,0,0,0,0,0,0
8911aa4a86bffff,237,141,762,437211.4,623.9602629394515,14.99,17000.0,297.44528092853454,359,4,4,3100.790070921986,5.404255319148936,1.6808510638297873,0,0,0,0,0,0,0,0,0
8911aa4a86fffff,3,3,3,6320.0,2106.6666666666665,140.0,3390.0,,3,1,2,2106.6666666666665,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4a873ffff,5,5,8,9243.0,1136.266666666,473.0,2267.0,314.1337990180062,5,1,2,1848.6,1.6,1.0,0,0,0,0,0,0,0,0,0
8911aa4a87bffff,2,2,2,1398.0,699.0,399.0,999.0,,2,1,2,699.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4a8c3ffff,73,33,388,98941.55,269.69862666164386,5.0,2100.0,193.90809928602098,73,1,4,2998.228787878788,11.757575757575758,2.212121212121212,0,0,0,0,0,0,0,0,0
8911aa4a8cbffff,27,16,102,7700.0,77.06790123481481,50.0,200.0,25.710354979671187,27,2,4,481.25,6.375,1.6875,0,0,0,0,0,0,0,0,0
8911aa4a947ffff,16,9,80,89457.34,998.12679166625,37.0,3489.02,501.24380873452685,24,1,3,9939.704444444444,8.88888888888889,1.7777777777777777,0,0,0,0,0,0,0,0,0
8911aa4a94bffff,15,12,22,9258.53,458.28799999999995,85.8,1287.87,123.91372269018207,15,1,3,771.5441666666667,1.8333333333333333,1.25,0,0,0,0,0,0,0,0,0
8911aa4a957ffff,31,18,94,60587.32,743.2517473119356,26.0,4040.25,325.5159781892153,35,1,3,3365.9622222222224,5.222222222222222,1.7222222222222223,0,0,0,0,0,0,0,0,0
8911aa4a9c3ffff,6,4,11,3839.5,305.9166666666667,39.0,922.0,219.9948416687611,6,1,3,959.875,2.75,1.5,0,0,0,0,0,0,0,0,0
8911aa4a9cfffff,48,27,158,187031.68,999.5637494816666,7.99,6278.89,564.7307186359462,61,1,3,6927.099259259259,5.851851851851852,1.7777777777777777,0,0,0,0,0,0,0,0,0
8911aa4aa03ffff,3,3,3,4240.0,1413.3333333333333,500.0,1990.0,,3,1,3,1413.3333333333333,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4aa07ffff,2,2,2,3439.0,1719.5,1356.0,2083.0,,2,1,1,1719.5,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4aa0bffff,12,10,12,13590.0,1132.5,400.0,1915.0,,12,2,3,1359.0,1.2,1.2,0,0,0,0,0,0,0,0,0
8911aa4aa0fffff,112,78,164,133156.85,882.4266666665179,24.0,8100.0,287.70822608339495,130,4,3,1707.1391025641026,2.1025641025641026,1.435897435897436,0,0,0,0,0,0,0,0,0
8911aa4aa13ffff,168,92,519,274118.21,620.7346391725596,1.0,13419.0,385.12116608767457,185,8,4,2979.5457608695656,5.641304347826087,1.826086956521739,0,0,0,0,0,0,0,0,0
8911aa4aa1bffff,22,19,49,47839.4,1226.6375,50.0,9860.0,290.4414023013766,22,4,4,2517.863157894737,2.5789473684210527,1.1578947368421053,0,0,0,0,0,0,0,0,0
8911aa4aa23ffff,1,1,1,7000.0,7000.0,7000.0,7000.0,,1,1,1,7000.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4aa27ffff,3,3,3,4230.0,1410.0,1124.0,1580.0,,3,1,2,1410.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4aa2bffff,351,161,767,1154724.59,1318.4439180864674,7.87,27650.0,1049.3694581374368,512,9,3,7172.202422360249,4.763975155279503,2.1801242236024843,0,0,0,0,0,0,0,0,0
8911aa4aa3bffff,144,108,216,425670.92,2230.271483961597,24.9,45998.0,2026.9629595122478,161,8,3,3941.397407407407,2.0,1.3333333333333333,0,0,0,0,0,0,0,0,0
8911aa4aa47ffff,9,9,10,3999.0,381.6666666666667,90.0,1125.0,571.3422791987304,9,2,3,444.3333333333333,1.1111111111111112,1.0,0,0,0,0,0,0,0,0,0
8911aa4aa4bffff,2,2,2,13132.82,6566.41,5058.5,8074.32,,2,1,1,6566.41,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4aa4fffff,2,2,2,25940.0,12970.0,1640.0,24300.0,,2,1,1,12970.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4aa57ffff,1454,465,4132,3480765.22,1185.5551714573314,1.0,39300.0,544.988097294737,2239,19,4,7485.516602150538,8.886021505376345,3.1268817204301076,88,88,1,0,0,0,0,0,0
8911aa4aa73ffff,9,7,11,48810.0,4434.444444444444,1000.0,10180.0,672.6812023536855,9,1,3,6972.857142857143,1.5714285714285714,1.2857142857142858,0,0,0,0,0,0,0,0,0
8911aa4aa77ffff,31,29,33,46724.0,1441.5,360.0,7860.0,249.25514036825803,32,1,2,1611.1724137931035,1.1379310344827587,1.0689655172413792,0,0,0,0,0,0,0,0,0
8911aa4aa87ffff,2,2,3,1550.0,475.0,350.0,700.0,141.4213562373095,2,1,1,775.0,1.5,1.0,0,0,0,0,0,0,0,0,0
8911aa4aa8bffff,2,2,2,300.0,150.0,55.0,245.0,,2,1,2,150.0,1.0,1.0,0,0,0,0,0,0,1,0,0
8911aa4aa8fffff,8,5,10,20043.0,2275.0625,350.0,5200.0,345.42166260962847,8,3,3,4008.6,2.0,1.6,0,0,0,0,0,0,0,0,0
8911aa4aaa3ffff,5,3,37,8720.0,342.310857142,13.0,718.0,196.81824284220497,5,1,3,2906.6666666666665,12.333333333333334,1.6666666666666667,0,0,0,0,0,0,0,0,0
8911aa4aaabffff,15,14,17,46470.0,2617.6666666666665,320.0,6700.0,477.29707730091957,15,1,2,3319.285714285714,1.2142857142857142,1.0714285714285714,0,0,0,0,0,0,0,0,0
8911aa4aac3ffff,29,21,46,43342.0,1284.5387931034484,170.0,8000.0,50.48017755330745,29,3,3,2063.904761904762,2.1904761904761907,1.380952380952381,0,0,0,0,0,0,0,0,0
8911aa4aac7ffff,304,176,936,628077.52,916.6004455702302,1.0,22850.0,460.86193535387815,419,8,4,3568.622272727273,5.318181818181818,1.7272727272727273,0,0,0,0,0,0,0,0,0
8911aa4aacfffff,72,47,149,108487.0,758.3684523809721,35.0,5900.0,480.4750853787888,87,1,3,2308.2340425531916,3.1702127659574466,1.5319148936170213,0,0,0,0,0,0,0,0,0
8911aa4aad7ffff,12,8,14,44317.0,3370.5,777.0,8562.0,197.9898987322333,12,1,3,5539.625,1.75,1.5,0,0,0,0,0,0,0,0,0
8911aa4ab0bffff,183,105,575,356266.54,702.5248307963387,5.0,6750.0,384.0848528084265,217,6,4,3393.0146666666665,5.476190476190476,1.7428571428571429,0,0,0,0,0,0,0,0,0
8911aa4ab0fffff,21,12,62,26628.0,313.16640211619045,40.0,1760.0,148.09869955929545,21,3,3,2219.0,5.166666666666667,1.75,0,0,0,0,0,0,0,0,0
8911aa4ab17ffff,1149,879,2530,2277372.37,1188.0114004147695,1.0,22814.0,418.07256575932394,1470,8,4,2590.867315130831,2.8782707622298065,1.3071672354948805,8,8,1,0,0,0,0,0,0
8911aa4ab23ffff,45,34,89,72849.7,836.1909894180001,3.01,3596.01,489.8911284004772,46,3,3,2142.6382352941177,2.6176470588235294,1.3235294117647058,0,0,0,0,0,0,0,0,0
8911aa4ab27ffff,48,42,61,61761.59,997.7941666666667,5.0,10888.0,969.5576400343984,48,4,4,1470.5140476190475,1.4523809523809523,1.1428571428571428,0,0,0,0,0,0,0,0,0
8911aa4ab33ffff,2,2,5,1970.0,673.75,175.0,1140.0,27.23355773061365,2,2,1,985.0,2.5,1.0,0,0,0,0,0,0,0,0,0
8911aa4ab43ffff,66,45,143,24543.0,192.08060966833332,35.0,2340.0,101.44819951446904,66,1,3,545.4,3.1777777777777776,1.4666666666666666,0,0,0,0,0,0,0,0,0
8911aa4ab47ffff,213,85,568,303766.0,519.305556571878,40.0,14730.0,274.74934294457677,223,5,4,3573.7176470588233,6.682352941176471,2.5058823529411764,0,0,0,0,0,0,0,0,0
8911aa4ab4bffff,7,6,11,2090.0,202.85714285714286,60.0,510.0,4.714045207910317,7,1,3,348.3333333333333,1.8333333333333333,1.1666666666666667,0,0,0,0,0,0,0,0,0
8911aa4ab4fffff,18,14,24,21770.0,710.5092592594444,85.0,8055.0,1643.4993092854625,18,1,3,1555.0,1.7142857142857142,1.2857142857142858,0,0,0,0,0,0,0,0,0
8911aa4ab53ffff,1,1,1,280.0,280.0,280.0,280.0,,1,1,1,280.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4ab57ffff,5,4,5,495.0,99.0,5.0,170.0,,5,1,2,123.75,1.25,1.25,0,0,0,0,0,0,0,0,0
8911aa4ab63ffff,39,25,96,64645.0,744.9825396823077,55.0,6228.0,423.18730873502244,40,1,3,2585.8,3.84,1.56,0,0,0,0,0,0,0,0,0
8911aa4ab67ffff,138,58,674,307678.32,553.0898224205797,3.97,5516.93,345.0079081497668,197,3,3,5304.798620689655,11.620689655172415,2.3793103448275863,0,0,0,0,0,0,0,1,0
8911aa4ab73ffff,158,75,555,280675.64,543.7181577765822,5.0,7800.0,330.28006897218785,196,3,3,3742.3418666666666,7.4,2.1066666666666665,0,0,0,0,0,0,0,0,0
8911aa4abc3ffff,93,58,381,380580.15,3299.531741733656,30.0,65907.3,323.22154573429964,93,5,3,6561.726724137931,6.568965517241379,1.603448275862069,0,0,0,0,0,0,0,0,0
8911aa4abcbffff,2,2,2,1400.0,700.0,700.0,700.0,,2,1,1,700.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4abcfffff,10,9,10,13874.0,1387.4,220.0,5200.0,,10,3,3,1541.5555555555557,1.1111111111111112,1.1111111111111112,0,0,0,0,0,0,0,0,0
8911aa4abd3ffff,395,250,1464,247631.0,175.18512305668352,10.0,4180.0,63.649737754180904,400,4,4,990.524,5.856,1.58,0,0,0,0,0,0,0,0,0
8911aa4abdbffff,1,1,1,2100.0,2100.0,2100.0,2100.0,,1,1,1,2100.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4ac03ffff,13,7,24,45082.0,2227.489010989231,55.0,13552.0,1392.5538321469787,15,4,2,6440.285714285715,3.4285714285714284,1.8571428571428572,0,0,0,0,0,0,0,0,0
8911aa4ac1bffff,24,16,35,53035.0,1180.6805555554167,29.0,22180.0,2300.130232330323,24,2,3,3314.6875,2.1875,1.5,0,0,0,0,0,0,0,0,0
8911aa4ac73ffff,1,1,1,14500.0,14500.0,14500.0,14500.0,,1,1,1,14500.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4aca7ffff,1,1,2,378.0,189.0,120.0,258.0,97.58073580374356,1,1,1,378.0,2.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4accfffff,9,7,12,11351.0,909.0,185.0,2875.0,683.0651506262049,9,1,2,1621.5714285714287,1.7142857142857142,1.2857142857142858,0,0,0,0,0,0,0,0,0
8911aa4ad6fffff,9,8,21,2850.0,138.82275132222222,100.0,150.0,20.14840941268093,9,1,3,356.25,2.625,1.125,0,0,0,0,0,0,0,0,0
8911aa4adc3ffff,6,6,12,8740.0,584.305555555,30.0,1810.0,447.3628577826882,7,1,2,1456.6666666666667,2.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4ae53ffff,12,10,26,11956.73,409.45394841333336,85.0,1550.0,213.23977184830792,12,1,2,1195.673,2.6,1.2,0,0,0,0,0,0,0,0,0
8911aa4ae87ffff,1,1,1,6950.0,6950.0,6950.0,6950.0,,1,1,1,6950.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4aecfffff,8,8,10,3137.23,347.57041666625,25.0,830.63,141.09689342197913,8,1,3,392.15375,1.25,1.0,0,0,0,0,0,0,0,0,0
8911aa4b043ffff,48,35,78,68953.0,879.6684027779166,35.0,11060.0,616.1466260049373,48,1,3,1970.0857142857142,2.2285714285714286,1.3714285714285714,0,0,0,0,0,0,0,0,0
8911aa4b05bffff,16,13,29,12709.0,542.716666666875,35.0,2383.0,69.79283685487106,16,3,3,977.6153846153846,2.230769230769231,1.2307692307692308,0,0,0,0,0,0,0,0,0
8911aa4b117ffff,10,9,10,9004.0,900.4,186.0,3050.0,,10,1,3,1000.4444444444445,1.1111111111111112,1.1111111111111112,0,0,0,0,0,0,0,0,0
8911aa4b1a7ffff,88,57,362,173648.12,669.6776937661364,7.99,6090.69,336.8234441592127,135,1,4,3046.458245614035,6.350877192982456,1.543859649122807,0,0,0,0,0,0,0,0,0
8911aa4b1afffff,29,19,113,120029.56999999999,926.8132011924138,44.99,5177.25,668.4007609894865,41,2,4,6317.345789473684,5.947368421052632,1.5263157894736843,0,0,0,0,0,0,0,0,0
8911aa4b24fffff,117,83,239,368656.53,1406.6621834,13.0,5998.0,615.6293699793601,142,1,4,4441.644939759037,2.8795180722891565,1.4096385542168675,0,0,0,0,0,0,0,0,0
8911aa4b257ffff,42,32,108,80665.0,1142.9381087664285,4.0,6840.0,381.29355439321597,47,1,3,2520.78125,3.375,1.3125,0,0,0,0,0,0,0,0,0
8911aa4b27bffff,36,24,97,167944.45,1666.6450571152777,0.55,3078.04,410.75769105001564,48,1,4,6997.685416666667,4.041666666666667,1.5,0,0,0,0,0,0,0,0,0
8911aa4b327ffff,30,19,55,75600.48,1263.8790555556666,41.25,6599.55,672.4389267773032,30,1,3,3978.972631578947,2.8947368421052633,1.5789473684210527,0,0,0,0,0,0,0,0,0
8911aa4b32fffff,310,234,549,594204.88,1140.6942405766129,40.0,7990.0,437.0657974361491,356,4,4,2539.337094017094,2.3461538461538463,1.3247863247863247,0,0,0,0,0,0,0,0,0
8911aa4b357ffff,17,13,21,97131.75,5230.414215686471,250.0,34300.0,826.6466061759688,17,2,3,7471.673076923077,1.6153846153846154,1.3076923076923077,0,0,0,0,0,0,0,0,0
8911aa4b39bffff,4,4,4,1090.0,272.5,100.0,560.0,,4,1,3,272.5,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4b3b7ffff,39,36,58,81071.31,1247.9250747864103,79.0,4496.84,579.9487500696649,43,2,4,2251.980833333333,1.6111111111111112,1.0833333333333333,0,0,0,0,0,0,0,0,0
8911aa4b403ffff,72,33,249,100649.0,404.84101778819445,25.0,3000.0,263.0588573616188,72,2,3,3049.969696969697,7.545454545454546,2.1818181818181817,0,0,0,0,0,0,0,0,0
8911aa4b407ffff,91,42,328,164511.0,447.5439558386813,2.0,3697.0,331.0896186450433,91,1,3,3916.9285714285716,7.809523809523809,2.1666666666666665,0,0,0,0,0,0,0,0,0
8911aa4b41bffff,32,27,48,51703.29,1303.9821875,60.0,9960.0,426.27368033804504,32,4,4,1914.9366666666667,1.7777777777777777,1.1851851851851851,0,0,0,0,0,0,0,0,0
8911aa4b443ffff,35,30,56,142661.0,2690.542857142857,684.0,14416.0,221.99345796656192,35,1,3,4755.366666666667,1.8666666666666667,1.1666666666666667,0,0,0,0,0,0,0,0,0
8911aa4b447ffff,336,138,1231,885784.28,818.8727578563988,4.67,8527.08,514.4522786289012,622,6,4,6418.7266666666665,8.920289855072463,2.4347826086956523,0,0,0,0,0,0,0,0,0
8911aa4b44bffff,476,184,1781,1701477.37,1032.2543448588656,2.0,11217.37,595.1649475768415,897,9,4,9247.159619565218,9.679347826086957,2.5869565217391304,45,45,1,0,0,0,0,0,0
8911aa4b45bffff,39,27,188,122112.43000000001,643.230470958205,19.98,5642.93,437.3733745429472,52,2,3,4522.682592592593,6.962962962962963,1.4444444444444444,0,0,0,0,0,0,0,0,0
8911aa4b473ffff,11,9,17,43674.0,2138.606060606364,280.0,12650.0,1891.8810231547632,11,2,3,4852.666666666667,1.8888888888888888,1.2222222222222223,0,0,0,0,0,0,0,0,0
8911aa4b47bffff,25,16,51,37055.47,739.8624666668001,75.0,2800.0,455.55743650123725,26,3,3,2315.966875,3.1875,1.5625,0,0,0,0,0,0,0,0,0
8911aa4b4a7ffff,10,9,16,1000.0,63.916666667,45.0,130.0,19.66923336122641,12,1,3,111.11111111111111,1.7777777777777777,1.1111111111111112,0,0,0,0,0,0,0,0,0
8911aa4b4b7ffff,1,1,2,350.0,175.0,120.0,230.0,77.78174593052023,1,1,1,350.0,2.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4b4dbffff,15,10,26,18312.0,676.2555555553333,76.0,3016.0,280.4614877184528,15,1,3,1831.2,2.6,1.5,0,0,0,0,0,0,0,0,0
8911aa4b5cbffff,7,7,16,8782.96,487.42,59.0,2283.36,754.9361179626933,7,1,2,1254.7085714285713,2.2857142857142856,1.0,0,0,0,0,0,0,0,0,0
8911aa4b5dbffff,16,10,28,11828.56,373.09583333312503,45.0,1829.0,334.2207363123838,16,1,3,1182.856,2.8,1.6,0,0,0,0,0,0,0,0,0
8911aa4b64bffff,1,1,1,612.4,612.4,612.4,612.4,,1,1,1,612.4,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4c013ffff,18,13,22,18998.0,894.1481481483333,55.0,2800.0,419.4251725132176,18,5,4,1461.3846153846155,1.6923076923076923,1.3846153846153846,0,0,0,0,0,0,0,0,0
8911aa4c02fffff,29,19,146,47090.19,329.5994510962069,12.0,1760.47,233.0903188899803,42,1,3,2478.431052631579,7.684210526315789,1.5263157894736843,0,0,0,0,0,0,0,0,0
8911aa4c037ffff,116,96,180,70243.42,400.3293782653448,15.0,12207.54,131.86552368305775,116,3,3,731.7022916666666,1.875,1.2083333333333333,0,0,0,0,0,0,0,0,0
8911aa4c043ffff,814,495,1636,2017984.1,1456.0740415239065,1.0,41941.0,559.2450778478081,1005,6,4,4076.735555555556,3.305050505050505,1.6444444444444444,0,0,0,0,0,0,0,1,0
8911aa4c047ffff,95,60,231,319506.52,1452.6526923409474,4.0,5166.13,755.1234691453442,108,2,3,5325.108666666667,3.85,1.5833333333333333,0,0,0,0,0,0,0,0,0
8911aa4c053ffff,11,11,13,7787.1,582.2818181818183,225.0,994.0,72.8319984622144,11,1,3,707.9181818181819,1.1818181818181819,1.0,0,0,0,0,0,0,0,0,0
8911aa4c057ffff,6,6,6,6805.0,1134.1666666666667,300.0,2390.0,,6,1,3,1134.1666666666667,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa4c05bffff,8,4,13,28565.0,3199.6875,190.0,20200.0,64.34671708797582,8,2,3,7141.25,3.25,2.0,0,0,0,0,0,0,0,0,0
8911aa4c067ffff,1534,1006,2374,5703941.76,3035.763036431564,4.01,222682.0,1034.5977409719515,1683,15,4,5669.922226640158,2.359840954274354,1.5248508946322068,22,22,1,0,0,0,0,0,0
8911aa4c06bffff,115,46,956,223630.0,243.18542752173911,30.0,1970.0,70.60717959941434,161,3,4,4861.521739130435,20.782608695652176,2.5,28,28,1,0,0,0,0,0,0
8911aa4c0a3ffff,23,13,133,38746.51,337.5162941843478,39.49,4172.96,224.26998843800695,35,2,3,2980.5007692307695,10.23076923076923,1.7692307692307692,0,0,0,0,0,0,0,0,0
8911aa4c0a7ffff,802,297,1750,1545326.23,1049.4959228859102,7.9,13190.4,586.0890038519462,1097,12,4,5203.118619528619,5.892255892255892,2.7003367003367003,2,2,1,0,0,0,0,0,0
8911aa4c0b7ffff,663,141,2981,1550609.19,565.7871785092157,3.35,15670.0,340.22811282242947,1217,7,4,10997.22829787234,21.141843971631207,4.702127659574468,0,0,0,0,0,0,0,0,0
8911aa4c0c3ffff,93,78,174,109309.0,848.6914993608602,50.0,6150.0,137.60058983779848,115,1,3,1401.3974358974358,2.230769230769231,1.1923076923076923,0,0,0,0,0,0,0,0,0
8911aa4c0d3ffff,2,1,12,7695.0,610.4428571450001,35.0,2733.0,698.3277098291014,2,1,2,7695.0,12.0,2.0,0,0,0,0,0,0,0,0,0
8911aa4c0d7ffff,3,1,66,9240.9,196.05065789333335,60.0,755.0,137.4674722700644,3,1,3,9240.9,66.0,3.0,0,0,0,0,0,0,0,0,0
8911aa4c107ffff,11,11,13,38979.0,2317.4848484845456,600.0,9500.0,3124.0411862415212,11,3,3,3543.5454545454545,1.1818181818181819,1.0,0,0,0,0,0,0,0,0,0
8911aa4c117ffff,109,98,322,956482.2799999999,1226.3588917473394,20.0,38760.62,1481.7926813981996,119,3,4,9760.023265306121,3.2857142857142856,1.1122448979591837,10,10,1,0,0,0,0,0,0
8911aa4c123ffff,163,137,293,358979.51,1404.3529195017177,1.0,16050.0,625.5408990010407,179,7,4,2620.288394160584,2.1386861313868613,1.1897810218978102,3,3,1,0,0,0,0,0,0
